property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,dlf express greens,manesar,1.5,6359,4,5,3+,10,New Property,2135.0,0,1,0,0,0,0,32
flat,bestech park view city,sector 48,1.78,10023,3,4,2,5,Relatively New,1526.0,1,0,0,1,0,0,53
house,independent,sector 7,1.2,11194,2,4,2,3,Old Property,1072.0,0,0,0,0,0,0,0
house,independent,sector 3 phase 2,0.4,8000,2,1,0,1,Relatively New,500.0,0,0,0,0,0,0,0
flat,orris aster court premier,sector 85,1.25,5896,3,4,2,5,Relatively New,1900.0,0,1,0,0,0,2,174
flat,ansal maple heights,sector 43,1.5,12658,3,3,3+,7,Old Property,1385.0,0,0,1,0,0,2,174
house,Unitech Aspen Greens,sector 50,6.95,32176,3,3,1,2,Moderately Old,2160.0,0,1,0,0,0,0,160
flat,hcbs sports ville,sohna road,0.28,3769,2,2,1,11,Relatively New,743.0,0,0,0,0,0,0,38
flat,tulip violet,sector 69,1.36,8619,3,3,2,12,Relatively New,1428.0,0,0,0,1,0,2,49
flat,m3m skywalk,sector 74,1.5,12500,2,2,3,17,Relatively New,1300.0,0,0,1,0,0,0,174
flat,sapphire eighty three,sector 83,0.4,8547,1,1,1,6,Relatively New,520.0,0,0,0,0,0,1,52
flat,pivotal devaan,sector 84,0.34,7039,2,2,1,1,Relatively New,537.0,0,0,1,0,0,2,84
flat,antriksh heights,sector 84,0.9,4932,3,3,3,11,Relatively New,1652.0,0,0,0,0,0,0,87
flat,indiabulls enigma,sector 110,3.45,10147,4,4,3,9,Moderately Old,3077.0,0,1,0,0,0,2,125
flat,shree vardhman flora,sector 90,1.0,5128,3,4,3,8,New Property,1765.0,0,1,0,0,0,0,95
flat,dlf regal gardens,sector 90,1.25,7340,3,3,3,28,Moderately Old,1541.0,0,1,0,0,0,0,38
flat,experion windchants,sector 112,4.75,12623,3,5,3+,4,Relatively New,3405.0,0,1,0,0,0,2,42
flat,pareena mi casa,sector 68,1.1,8835,2,2,3,11,New Property,1127.0,0,0,0,0,0,0,95
flat,ramprastha skyz,sector 37d,1.25,7251,3,3,3+,2,New Property,1725.0,0,0,0,0,0,0,8
flat,m3m capital,sector 113,2.0,12012,3,3,2,24,Under Construction,1507.0,0,0,0,0,0,0,47
flat,unitech vistas,sector 70,0.99,6326,3,4,2,11,Under Construction,1416.0,0,0,0,0,0,0,0
flat,ansal maple crescent,sector 43,1.35,10037,3,3,3,2,Old Property,1320.0,0,0,0,0,1,2,93
flat,ss the leaf,sector 85,1.2,10453,2,2,3+,2,Relatively New,1380.0,0,0,1,0,0,0,156
flat,dlf park place,sector 54,4.85,30180,3,4,3+,6,Moderately Old,1607.0,0,1,0,0,0,1,158
flat,experion the heartsong,sector 108,1.68,8387,3,3,3+,4,Relatively New,1338.29,1,1,0,0,0,2,86
house,Sector 38 RWA,sector 38,4.3,28782,3,9,3+,3,Relatively New,1494.0,0,0,0,1,1,2,41
flat,ats triumph,sector 104,2.62,8317,4,4,3+,14,Relatively New,2851.0,0,1,0,0,0,0,174
flat,puri diplomatic greens,sector 111,3.5,11864,4,5,3+,10,Relatively New,2700.0,0,1,0,0,0,2,49
flat,eldeco accolade,sohna road,0.73,5775,2,2,3,5,Relatively New,978.0,0,0,0,1,0,0,33
flat,smart world orchard,sector 61,1.6,13913,2,2,2,4,Under Construction,1278.0,0,0,0,0,0,0,16
flat,tulip ivory,sector 70,2.0,8333,4,5,3+,7,Moderately Old,2169.0,0,1,0,0,0,2,174
flat,corona optus,sector 37c,1.25,8929,3,3,3,2,Relatively New,1563.0,1,0,0,0,0,0,49
flat,tata primanti,sector 72,3.9,13425,4,4,3+,39,Relatively New,2509.0,0,1,0,0,1,0,49
flat,shapoorji pallonji joyville gurugram,sector 102,1.26,10370,2,2,3,7,Relatively New,1100.0,0,0,0,0,0,2,49
flat,whiteland the aspen,sector 76,3.35,17613,3,4,3+,5,Under Construction,2111.0,0,1,0,0,0,1,151
flat,orris carnation residency,sector 85,0.8,4857,3,4,3,4,Relatively New,1390.0,0,1,0,0,0,2,40
house,independent,sector 12,2.9,10741,7,7,3,2,Old Property,2700.0,0,0,0,0,0,0,7
house,independent,sector 14,4.6,20444,1,1,0,1,Old Property,2250.0,0,0,0,0,0,0,0
flat,mapsko mount ville,sector 79,1.25,7716,3,3,2,1,Relatively New,1212.0,1,0,0,1,0,2,166
flat,vatika lifestyle homes,sector 83,1.05,5983,3,3,2,14,Relatively New,1588.0,1,1,1,1,0,2,174
flat,ss the leaf,sector 85,1.15,10017,2,2,3+,18,Relatively New,1380.0,0,0,1,0,0,0,156
house,International City by Sobha Phase 1,sector 109,6.75,10838,4,4,3+,2,New Property,6228.0,0,1,0,1,0,0,130
flat,signature global park,sohna road,0.78,6404,3,3,3,1,Relatively New,1344.0,0,0,0,1,0,0,150
flat,suncity heights,sector 54,3.85,16446,3,3,3+,8,Old Property,2119.0,0,1,0,0,0,0,67
flat,bptp terra,sector 37d,1.45,8007,3,3,3,8,Relatively New,1711.0,0,0,0,0,0,0,149
flat,central park flower valley aqua front towers,sector 33,1.7,9503,3,3,3,12,Under Construction,1619.0,0,0,0,0,0,0,24
flat,corona gracieux,sector 76,1.05,5949,3,3,3+,7,Relatively New,1597.0,0,0,0,0,0,2,133
flat,tulip monsella,sector 53,5.6,19364,3,3,3+,1,Under Construction,2617.0,0,0,0,0,0,0,42
house,Vipul Tatvam Villa,sector 48,5.75,22184,4,4,2,2,Moderately Old,2592.0,0,1,0,0,0,0,30
flat,shree vardhman victoria,sector 70,1.64,8410,3,5,3,8,Relatively New,1527.0,0,1,0,0,0,0,126
flat,m3m merlin,sector 67,4.5,14268,4,4,3+,15,Relatively New,2854.0,0,1,0,0,0,2,158
flat,experion windchants,sector 112,5.6,11551,4,6,3+,8,Relatively New,3655.35,0,1,0,0,0,2,168
house,independent,sector 105,0.65,9028,3,2,1,1,Relatively New,720.0,0,0,0,1,1,0,14
flat,rof ananda,sector 95,0.32,5829,2,2,1,9,Relatively New,610.0,0,0,0,1,0,2,71
flat,signature global solera,sector 107,0.51,7907,3,2,2,9,Relatively New,717.0,0,0,0,0,1,0,15
house,independent,sector 43,9.5,42222,5,5,3+,2,Relatively New,2250.0,0,1,0,1,0,2,88
flat,global hill view,sector 11,0.36,5150,2,2,0,15,Relatively New,699.0,0,0,0,0,0,0,0
flat,indiabulls enigma,sector 110,3.49,10265,4,5,3,7,Relatively New,3077.0,0,1,0,0,0,0,165
flat,signature global park,sohna road,0.54,6506,2,2,1,2,Relatively New,922.0,0,0,0,0,0,0,16
flat,kiran residency,sector 56,1.55,7750,3,3,3,5,Old Property,1810.0,0,1,0,0,0,2,52
flat,bestech park view sanskruti,sector 92,1.42,7760,3,3,2,10,Relatively New,1738.0,0,0,0,0,0,0,117
flat,paras dews,sector 106,1.0,7220,2,2,3+,2,New Property,940.0,0,0,0,0,0,2,21
flat,experion the heartsong,sector 108,1.7,8487,3,4,3+,14,Relatively New,1500.29,0,1,0,0,0,0,119
flat,the rama apartment cghs,sector 43,2.5,10204,4,4,3+,4,Moderately Old,2722.0,0,1,0,0,0,0,26
flat,nbcc heights,sector 89,1.5,7059,3,3,3,8,Relatively New,1923.0,1,1,0,0,0,0,105
flat,ss the leaf,sector 85,2.05,7290,4,4,3+,4,Relatively New,2500.0,0,1,0,0,0,2,49
house,My Home,new sector 2,0.34,12593,2,2,2,3,Moderately Old,270.0,0,0,0,0,0,0,22
flat,professors enclave cghs,sector 56,1.55,7750,3,3,3+,6,Moderately Old,1810.0,0,1,0,0,0,2,49
house,BPTP Pedestal,sector 70a,0.9,7582,2,2,3+,3,New Property,1319.0,0,1,0,0,1,0,153
flat,ss the leaf,sector 85,1.11,6852,2,2,3,8,Relatively New,1630.0,0,0,1,0,0,0,174
house,independent,sector 25,7.3,27444,9,9,2,3,Relatively New,5800.0,0,1,1,0,0,2,109
flat,m3m skywalk,sector 74,2.2,10902,3,3,3,12,New Property,1826.0,1,0,0,0,0,2,15
flat,ild greens,sector 37c,0.78,5714,2,2,3,1,Moderately Old,1068.1,0,0,0,0,0,2,103
flat,bptp terra,sector 37d,1.45,8007,3,3,3,9,Relatively New,1639.0,0,0,0,0,0,0,107
flat,tata primanti,sector 72,4.0,13769,4,5,2,7,Moderately Old,2629.0,0,1,0,0,0,0,38
flat,bhawna cghs,sector 43,3.25,10156,4,4,3+,12,Moderately Old,3115.0,0,0,0,1,0,2,119
house,independent,sector 13,0.45,4808,1,1,0,1,Old Property,936.0,0,0,0,0,0,0,0
house,independent,sector 3 phase 2,1.0,11111,3,4,2,2,Relatively New,900.0,0,0,0,0,0,0,0
flat,ireo skyon,sector 60,2.65,13125,3,4,3+,7,Moderately Old,2037.0,0,1,0,0,0,2,152
flat,maruti kunj,sector 11,0.8,5161,3,2,0,0,Old Property,1403.0,0,0,0,0,0,0,8
flat,greenopolis,sector 89,0.65,5196,2,2,2,15,New Property,1390.0,0,0,0,0,0,0,37
flat,ireo uptown,sector 66,1.85,12568,2,3,3,16,Relatively New,1470.0,0,1,0,0,1,2,79
flat,the lions cghs,sector 56,1.99,11056,4,4,3+,4,Old Property,2000.0,0,0,0,1,1,2,105
flat,suncity platinum towers,sector 28,6.0,22346,3,3,2,8,Moderately Old,2983.0,0,1,0,0,0,0,31
flat,suncity vatsal valley,gwal pahari,1.53,10699,3,3,3,2,New Property,1589.0,0,0,0,0,0,2,117
flat,signature global park,sohna road,0.95,7845,3,2,3+,1,Relatively New,1210.723472,0,0,0,0,0,0,46
flat,signature global city,sector 37d,1.1,9839,2,2,2,4,Relatively New,1242.0,0,0,0,0,0,0,59
flat,tata primanti,sector 72,6.5,15294,4,4,3+,0,Relatively New,3846.0,1,1,0,1,0,0,67
flat,whiteland blissville,sector 76,1.92,11497,3,3,2,2,Under Construction,1672.0,0,0,0,0,0,0,61
flat,dlf new town heights,sector 86,1.55,6579,4,4,3+,12,Moderately Old,2038.0,0,1,0,1,0,2,120
flat,tata primanti,sector 72,4.1,14099,4,5,3+,39,New Property,2629.0,0,1,0,0,1,0,103
flat,puri emerald bay,sector 104,1.59,10905,2,2,2,12,Relatively New,1403.0,0,0,0,0,0,0,121
flat,experion the heartsong,sector 108,1.2,6826,3,2,3+,11,Relatively New,1550.0,0,1,0,1,0,2,174
flat,jammu and kashmir bank employees cghs,sector 9a,0.95,6129,3,3,2,5,Moderately Old,1403.0,0,0,0,0,1,0,30
flat,ss the leaf,sector 85,1.87,7779,3,4,3,7,Relatively New,2225.0,0,0,0,0,0,0,49
house,independent,sector 47,5.15,26615,3,9,3+,3,Relatively New,1935.0,0,0,1,0,0,2,75
flat,ss,sector 85,2.1,7468,4,4,3,2,Relatively New,2600.0,0,0,0,0,0,0,49
flat,krrish provence estate,gwal pahari,5.5,9483,4,5,3+,11,New Property,5249.0,1,1,0,1,0,0,151
flat,m3m woodshire,sector 107,1.65,5961,4,5,3+,12,Relatively New,2505.0,0,1,0,0,0,0,21
flat,rof ananda,sector 95,0.36,5660,2,2,2,10,New Property,717.0,1,0,0,0,0,0,75
flat,sare homes,sector 92,0.95,4872,4,3,3,13,New Property,1765.0,0,0,0,0,0,0,0
flat,mapsko royale ville,sector 82,1.12,8000,3,4,2,6,Relatively New,1500.0,0,1,0,1,0,0,174
flat,shree vardhman victoria,sector 70,1.8,9231,3,4,3,2,New Property,1527.0,0,1,0,0,1,0,45
house,Bestech Park View Aindependentda4.2 ?,sector 81,4.35,7937,4,4,3,2,Relatively New,5480.0,0,1,1,0,0,0,51
flat,shapoorji pallonji joyville gurugram,sector 102,0.97,10601,2,2,2,12,Relatively New,828.0,0,0,0,0,0,0,100
flat,vatika gurgaon,sector 83,0.98,8167,2,2,3,5,Relatively New,1300.0,0,0,0,0,0,2,96
house,independent,sector 24,4.5,33333,2,8,3+,4,Relatively New,1350.0,0,1,1,0,0,2,56
flat,paras dews,sector 106,1.25,11062,3,4,3+,7,Relatively New,1186.0,1,1,0,0,0,0,167
flat,ramsons kshitij,sector 95,0.19,591,1,1,1,14,Relatively New,3569.0,0,0,0,0,0,0,49
flat,signature global city,sector 37d,1.1,8800,3,3,3,1,New Property,1389.0,0,0,0,0,0,0,16
flat,orchid petals,sector 49,2.45,11887,3,3,3,0,Relatively New,1865.0,1,0,0,0,0,0,49
flat,sanskriti apartments,sector 43,2.5,13514,3,2,3,5,Old Property,1674.0,1,0,0,0,0,0,0
flat,m3m merlin,sector 67,2.78,13581,3,3,3+,4,Relatively New,2047.0,0,0,0,1,0,2,157
house,DLF City Plots Phase 2,sector 25,7.5,31686,9,9,3+,4,Relatively New,2300.5,1,1,0,1,0,2,160
flat,signature global solera,sector 107,0.28,5833,2,2,2,0,Relatively New,543.0,0,0,0,0,0,0,45
flat,signature global solera,sector 107,0.36,6581,2,2,2,8,Relatively New,608.0,0,0,0,0,0,0,45
flat,emaar mgf emerald floors premier,sector 65,2.35,14242,3,3,3,2,Relatively New,1493.0,1,1,0,0,0,2,168
flat,chd avenue,sector 71,1.35,5745,4,4,3,8,Moderately Old,2127.0,0,1,0,0,0,0,26
house,International City by SOBHA Phase 2,sector 109,11.3,25111,7,5,3+,4,Relatively New,4500.0,1,1,0,1,1,0,49
house,International City by Sobha Phase 1,sector 109,5.75,16429,4,4,2,3,Relatively New,4800.0,0,1,0,0,0,0,146
flat,sonata group housing gh 24,manesar,1.65,5893,4,3,3,8,New Property,3111.0,0,1,0,0,0,0,20
flat,signature global synera,sector 81,0.48,8027,2,2,1,14,Relatively New,547.0,0,0,0,0,0,2,14
house,International City by Sobha Phase 1,sector 109,5.9,24280,4,5,2,2,Relatively New,2430.0,0,1,0,0,0,2,111
house,independent,sector 23,2.4,12000,3,3,2,2,Moderately Old,2000.0,0,0,1,1,0,0,28
flat,orris carnation residency,sector 85,0.9,4532,4,4,3,8,Moderately Old,1575.0,0,0,0,0,0,2,40
flat,tulip violet,sector 69,1.4,8855,3,3,2,9,Relatively New,1428.0,0,0,0,1,0,0,120
flat,tulip leaf,sector 69,2.06,11388,3,3,3,16,Relatively New,1640.0,0,0,0,0,0,0,49
flat,pareena laxmi apartments,sector 99a,0.32,5787,2,2,2,11,New Property,502.0,0,0,0,0,0,0,66
house,independent,sector 4,0.92,15257,1,4,3,4,Moderately Old,603.0,0,0,0,0,1,0,0
flat,la vida by tata housing,sector 113,1.93,12223,3,3,2,8,Under Construction,1429.0,0,0,0,0,0,0,71
house,Nirvana Cedar Crest,sector 50,3.99,8867,4,5,3+,4,New Property,4500.0,0,1,0,1,0,2,112
flat,prime habitat,sector 99a,0.27,6054,2,2,1,10,Relatively New,498.0,0,0,0,0,0,0,67
flat,bestech park view city,sector 49,2.7,12506,3,4,3+,6,Moderately Old,2159.0,0,0,0,0,0,0,0
flat,dlf the ultima,sector 81,2.12,10081,3,3,3+,9,Relatively New,1650.0,1,1,0,1,1,1,49
house,DLF City Phase 1,sector 26,5.5,30556,4,4,3+,2,Moderately Old,1800.0,0,0,1,1,0,0,49
flat,dlf park place,sector 54,5.75,24689,3,4,3,12,Relatively New,2329.0,0,1,0,0,0,1,174
house,International City by SOBHA Phase 2,sector 109,7.0,11240,5,5,3+,2,Relatively New,6228.0,0,1,0,0,0,0,129
flat,pivotal devaan,sector 84,0.41,7033,2,2,2,10,New Property,565.0,0,0,0,0,0,2,23
flat,vatika city homes,sector 83,1.0,5747,3,3,2,2,Relatively New,1575.0,0,0,1,0,0,2,174
house,independent,sector 12,0.7,4118,4,4,1,2,Moderately Old,1700.0,0,0,0,0,0,0,0
flat,mapsko casa bella,sector 82,0.86,8121,3,3,3,5,Moderately Old,1234.0,1,0,0,0,0,2,120
flat,m3m woodshire,sector 107,0.98,6422,2,2,3,7,Relatively New,1281.0,1,0,0,0,0,2,174
flat,citizen apartment,sector 51,3.55,6826,5,6,3+,11,Moderately Old,5200.0,1,1,1,1,0,2,157
flat,imperia the esfera,sector 37c,0.86,5450,2,3,3,9,Relatively New,1442.0,1,0,0,0,1,0,49
flat,bestech park view residency,sector 2,1.02,7208,2,2,3,11,Moderately Old,1281.0,0,0,0,0,0,0,92
flat,shapoorji pallonji joyville gurugram,sector 102,0.97,16441,2,2,2,10,Relatively New,742.0,0,0,0,0,0,0,151
house,Suncity Township4.1 ?,sector 54,25.0,31110,4,4,3+,2,Moderately Old,8036.0,1,1,1,1,0,0,0
flat,railway officers rpf society,sector 9a,1.25,6921,4,3,3,1,Old Property,2007.0,0,1,0,0,0,0,40
flat,adani aangan arcade,sector 88a,0.45,7188,2,2,1,8,New Property,695.0,0,0,0,0,0,0,14
flat,pivotal devaan,sector 84,0.35,7246,2,2,2,4,Relatively New,537.0,0,0,0,0,0,0,37
flat,indiabulls enigma,sector 110,3.7,10882,4,5,3,7,Relatively New,3077.0,0,1,0,0,0,0,156
flat,orchid petals,sector 49,1.9,10526,3,3,3,9,Moderately Old,2006.0,0,1,0,0,0,0,95
flat,aipl zen residences,sector 70a,1.4,11094,2,2,2,16,Relatively New,1262.0,0,0,0,0,0,0,0
flat,ss the leaf,sector 85,1.17,7002,2,2,3,11,Relatively New,1660.0,0,0,0,0,0,0,49
house,independent,sector 4,0.4,8889,1,1,0,1,Moderately Old,450.0,0,0,0,0,0,0,0
flat,ireo the grand arch,sector 58,2.2,13480,2,2,1,5,Relatively New,1432.0,1,0,0,0,0,2,94
flat,tulip violet,sector 69,2.0,9583,4,4,2,0,Relatively New,1889.0,0,0,0,0,0,0,157
house,independent,sector 9,3.5,13410,9,9,3+,3,Relatively New,2610.0,1,0,0,0,0,0,23
flat,vatika xpressions,sector 88b,1.1,8148,2,4,3+,2,Under Construction,1350.0,1,0,0,0,0,0,58
flat,antriksh heights,sector 84,0.85,5556,2,2,3,10,New Property,1222.0,1,0,0,0,1,0,24
flat,breez global hill view,sohna road,0.32,5470,2,2,1,17,New Property,1000.0,0,0,0,0,0,0,49
flat,paras dews,sector 106,1.15,6053,3,4,3,5,Relatively New,1305.0,1,1,0,0,0,0,49
house,IFFCO Nagar and 17B RWA,sector 17,3.5,24306,2,5,3,3,Old Property,1440.0,0,0,0,0,0,0,44
flat,pareena coban residences,sector 99a,1.32,6610,3,5,3,11,New Property,1737.0,0,1,0,0,0,0,88
flat,pioneer park,sector 61,2.1,11667,3,3,3,15,Relatively New,1592.0,0,0,0,0,0,2,49
flat,malibu towne,sector 47,2.4,10000,3,3,0,0,Moderately Old,2667.0,0,0,0,0,0,2,22
house,Satya The Legend3.8 ?,sector 57,9.25,16577,5,5,3+,4,Relatively New,5580.0,1,1,1,1,0,2,160
flat,indiabulls centrum park,sector 103,1.15,8679,2,2,3,10,Relatively New,1080.0,1,0,0,0,0,2,174
flat,indiabulls centrum park,sector 103,1.01,8080,2,2,3,5,Relatively New,1338.0,0,0,1,0,0,2,165
flat,shree vardhman victoria,sector 70,1.55,7949,3,3,3,6,Relatively New,1527.0,1,1,0,1,1,0,49
house,independent,sector 13,9.0,11111,10,5,3+,4,Old Property,8100.0,0,0,0,0,0,0,0
house,independent,sector 4,0.85,7522,3,3,0,1,Moderately Old,1130.0,0,0,0,0,0,0,0
flat,orris carnation residency,sector 85,0.9,6429,3,3,2,12,Relatively New,1402.0,0,0,0,0,0,0,120
flat,breez global heights 88a,sector 88a,0.5,8375,3,2,2,2,Under Construction,663.0,0,0,0,0,0,0,15
flat,m3m sierra 68,sector 68,1.13,9076,2,2,3,9,Relatively New,1130.0,0,0,0,0,0,2,149
flat,emaar mgf emerald floors premier,sector 65,2.25,13636,3,3,3,3,Relatively New,1600.0,1,1,0,0,0,2,49
flat,ats triumph,sector 104,1.73,7555,3,4,3+,15,Relatively New,2072.0,0,1,0,0,0,0,159
house,independent,sector 2,1.0,8230,3,7,3+,3,Moderately Old,1215.0,0,0,0,1,0,0,0
flat,signature global park,sohna road,0.54,6331,2,2,2,4,Relatively New,939.0,0,0,0,1,0,0,159
flat,tulip violet,sector 69,1.7,8458,4,4,2,1,Relatively New,1819.0,0,0,0,0,0,0,126
house,independent,sector 7,0.53,5889,2,2,0,1,Old Property,900.0,0,0,0,0,0,0,0
flat,vatika the seven lamps,sector 82,0.85,6538,2,2,2,0,Relatively New,1176.0,0,0,0,0,0,2,49
flat,godrej oasis,sector 88a,1.5,8108,3,3,2,3,Relatively New,2056.0,0,0,0,0,0,0,47
flat,tulip orange,sector 70,1.1,8148,3,2,2,5,Relatively New,1350.0,0,0,0,0,0,0,0
flat,aipl the peaceful homes,sector 70a,2.55,11860,3,3,3,20,New Property,2000.0,0,1,0,1,1,2,150
flat,kendriya vihar,sector 56,0.47,7769,1,1,1,3,Old Property,672.0,0,0,0,0,0,2,52
flat,indiabulls centrum park,sector 103,2.36,9183,4,6,3+,8,Relatively New,2729.0,0,1,0,0,0,2,159
flat,vatika city,sector 49,3.6,11921,4,5,3,7,Moderately Old,3356.0,0,1,0,1,0,1,15
flat,umang winter hills,sector 77,1.4,6341,3,3,3,10,Relatively New,1735.0,0,0,0,0,0,0,28
flat,sare crescent parc,sector 92,0.66,4977,3,2,2,15,Relatively New,1473.0,0,0,0,0,0,1,44
flat,chd avenue,sector 71,1.0,6734,3,3,3+,3,Relatively New,1344.0,0,0,0,0,0,2,7
flat,m3m golfestate,sector 65,5.4,18127,3,4,3,19,Moderately Old,2696.0,1,1,0,0,0,2,174
flat,tarc maceo,sector 91,0.9,6870,2,2,2,13,Relatively New,1186.0,0,0,0,0,0,1,67
house,DLF New Town Heights 24.0 ?,sector 86,2.5,7058,4,4,3+,3,Moderately Old,3400.0,1,1,1,1,0,2,142
flat,m3m merlin,sector 67,3.4,14419,3,4,3,17,Relatively New,2134.0,0,1,0,0,0,2,174
flat,m3m woodshire,sector 107,1.01,7394,2,2,3+,11,New Property,1200.0,0,0,0,0,1,0,74
flat,railway officers rpf society,sector 9a,1.3,5039,4,4,3+,9,Old Property,2580.0,0,0,0,0,0,0,0
flat,shree vardhman victoria,sector 70,1.78,9128,3,3,3+,7,Relatively New,1765.0,0,1,0,0,1,0,49
house,independent,sector 14,4.5,20000,5,5,1,1,Relatively New,2778.0,0,0,0,0,0,0,0
flat,ss the leaf,sector 85,1.04,8320,2,2,3,17,New Property,1550.0,0,0,0,0,1,0,145
flat,tulip monsella,sector 53,8.25,28004,3,4,3,8,Under Construction,2661.0,0,1,0,0,0,1,35
flat,rof ananda,sector 95,0.2,5464,1,1,1,10,Relatively New,407.0,0,0,0,0,0,0,82
flat,signature global park,sohna road,0.85,7863,3,2,2,4,New Property,1080.0,0,0,0,0,0,0,23
flat,dlf royalton tower,sector 43,6.5,20687,4,4,3+,9,Moderately Old,2712.0,0,1,0,0,0,0,7
flat,hcbs sports ville,sohna road,0.29,5588,2,2,1,4,Relatively New,577.0,0,0,0,0,0,0,44
flat,ansal api celebrity suites,sector 2,0.6,8163,1,1,1,5,Moderately Old,665.0,0,0,0,0,0,2,88
flat,emaar palm gardens,sector 83,1.4,9675,3,3,3,11,Relatively New,1582.0,0,1,0,0,0,1,58
flat,pyramid urban homes 2,sector 86,0.41,6902,2,2,1,3,Relatively New,668.0,0,0,0,0,0,0,63
flat,ashok vihar phase 2,sector 3 phase 2,0.28,4308,2,2,1,3,Relatively New,600.0,0,0,0,0,0,0,64
house,independent,sector 4,0.61,11111,2,2,2,2,Moderately Old,61.0,0,0,0,0,1,0,14
flat,pareena laxmi apartments,sector 99a,0.32,6107,2,2,2,2,New Property,473.0,0,0,0,0,0,0,50
house,independent,sector 26,8.9,32963,4,4,3+,2,Old Property,2700.0,1,1,1,1,0,0,82
flat,guru gram haryana cghs,sector 56,1.39,8424,3,2,3,6,Old Property,1750.0,0,1,0,1,0,2,89
flat,experion the heartsong,sector 108,1.6,7988,3,4,3+,3,Relatively New,1500.29,0,1,0,0,0,2,60
flat,shree vardhman flora,sector 90,0.9,4615,3,4,3,4,Relatively New,1765.0,0,1,0,0,0,0,165
flat,bptp terra,sector 37d,1.49,8107,3,3,3,20,Relatively New,1707.0,0,0,0,0,1,0,49
house,4S Aradhya Homes,sector 67a,1.83,6778,4,4,2,4,New Property,2700.0,0,0,0,1,0,2,145
flat,gls avenue 51,sector 92,0.45,7614,2,2,1,10,New Property,646.0,1,0,0,0,0,2,20
house,independent,sector 6,0.75,10519,2,4,1,3,Moderately Old,713.0,0,0,0,0,0,0,62
house,independent,sector 51,2.25,2778,6,3,3+,3,Relatively New,900.0,0,0,0,0,0,0,54
flat,dlf regency park,sector 28,2.35,13225,3,4,3,8,Old Property,1700.0,0,1,0,0,0,2,109
flat,ireo the corridors,sector 67a,1.4,9434,2,2,2,8,Relatively New,1149.0,1,0,0,0,1,0,90
flat,signature andour heights,sector 71,0.37,7400,1,1,2,2,Relatively New,425.0,0,0,0,0,0,2,37
flat,"m m residency, krishna colony, gurgaon",sector 7,0.54,5889,2,2,1,3,Relatively New,1000.0,0,0,0,0,0,0,70
flat,orchid petals,sector 49,2.35,11559,3,3,3,15,Relatively New,2030.0,0,0,0,0,1,0,49
flat,breez global heights,sohna road,0.28,7143,1,1,1,4,New Property,443.0,0,0,0,0,0,1,26
flat,shapoorji pallonji joyville gurugram,sector 102,1.25,9874,2,2,2,0,Relatively New,1100.0,0,0,0,0,0,0,79
house,independent,sector 50,7.0,32407,3,2,0,1,Moderately Old,2160.0,0,0,0,0,0,0,0
flat,signature global solera,sector 107,0.27,5521,2,2,2,0,Relatively New,543.0,0,0,0,0,0,0,45
flat,dlf the ultima,sector 81,2.35,11233,3,4,3+,18,Relatively New,1558.0,0,1,0,0,0,0,106
flat,supertech basera,sector 79,0.36,7643,2,2,1,4,New Property,546.0,0,0,0,0,0,0,60
flat,tulip violet,sector 69,1.72,8731,4,4,1,12,Relatively New,1783.0,0,0,0,0,0,0,86
flat,hero homes,sector 104,1.4,15819,3,2,2,4,New Property,1120.0,0,0,0,0,0,0,49
flat,green court,sector 90,0.45,7188,2,2,1,2,New Property,696.0,0,0,0,0,0,2,42
flat,pareena coban residences,sector 99a,1.08,6626,3,5,3,2,Relatively New,1750.0,0,1,0,0,1,0,49
house,Vipul Tatvam Villa,sector 48,7.35,22812,4,5,2,2,Moderately Old,3222.0,1,1,1,1,0,2,144
flat,raheja vedaanta,sector 108,0.7,4667,2,2,1,10,Moderately Old,1468.0,0,0,0,0,0,0,0
flat,mapsko casa bella,sector 82,1.3,6379,4,4,3+,1,Relatively New,1774.0,0,1,0,0,0,0,130
house,independent,sector 31,4.25,26235,5,5,3+,3,Moderately Old,1620.0,0,0,1,1,0,2,56
flat,m3m heights,sector 65,2.65,18493,2,2,3,4,New Property,1433.0,1,0,0,0,0,0,38
flat,signature global solera,sector 107,0.5,7752,3,2,2,6,Relatively New,717.0,0,0,0,0,1,0,49
flat,signature global city,sector 37d,0.68,11724,2,2,3,9,New Property,644.0,0,0,0,0,1,0,58
flat,tulip violet,sector 69,3.05,9664,4,5,3+,14,Relatively New,2856.0,0,1,0,0,1,0,49
flat,godrej summit,sector 104,1.1,8668,2,2,3,16,Under Construction,1148.0,0,0,0,0,1,0,88
flat,godrej,sector 79,2.03,9046,3,4,3+,7,Relatively New,2031.0,0,1,0,0,0,0,118
flat,eldeco accolade,sohna road,0.72,5737,2,2,3,8,Relatively New,1404.0,0,0,0,0,0,0,153
flat,parsvnath green ville,sector 48,2.5,12821,4,5,3,1,Moderately Old,2167.0,0,0,0,0,1,2,49
flat,central park flower valley,sector 33,2.3,12778,4,4,3+,5,New Property,2000.0,0,1,0,1,0,0,42
house,Ansals Palam Vihar,sector 2,4.0,16667,4,4,3+,2,Moderately Old,2400.0,0,1,0,0,0,0,0
flat,breez global heights,sohna road,0.4,6421,2,2,1,4,New Property,615.0,0,0,0,0,0,0,49
